company,0,1,2,3
amazon,38.88601645123384,9.941245593419506,30.044653349001177,21.128084606345475
apple,35.004557885141296,27.549883520713053,25.088625544414057,12.356933049731591
facebook,47.622820919175915,8.161648177496037,33.835182250396194,10.380348652931854
google,49.49851411589896,18.703566121842496,19.35364041604755,12.444279346210996
microsoft,39.97189153439153,13.616071428571427,18.328373015873016,28.083664021164022
netflix,33.69803063457331,22.319474835886215,19.25601750547046,24.72647702407002
